DIM2,Kuu,DIM3,Näitaja,DIM4,Kahjukindlustusliik,DIM5,Kahjukindlustusandja,TIME,Vaatlusperiood,Value,Flag Codes,Flags
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,13,Kredex Krediidikindlustus AS,2016,2016,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,13,Kredex Krediidikindlustus AS,2017,2017,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,14,QBE Insurance (Europe) Limited in Estonia,2010,2010,2826.36483,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,14,QBE Insurance (Europe) Limited in Estonia,2011,2011,2074.1,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,14,QBE Insurance (Europe) Limited in Estonia,2012,2012,1602.713,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2010,2010,3499.67405,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2011,2011,4262.6,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2012,2012,3016.544,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2013,2013,3462.143,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2014,2014,3751.148,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2015,2015,3791.499,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2016,2016,4121.728,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,16,Salva Kindlustuse AS,2017,2017,3990.785,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2010,2010,4125.17735,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2011,2011,4519.5,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2012,2012,2601.5,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2013,2013,2344.411,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2014,2014,3151.73,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2015,2015,3217.324,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2016,2016,3382.236,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,17,Seesam Insurance AS,2017,2017,3526.679,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2014,2014,2012.698,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2015,2015,6527.288,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2016,2016,6796.969,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2017,2017,6759.644,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2016,2016,472.993,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,2,Liikluskindlustus,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2017,2017,2007.146,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2010,2010,1255.54434,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2011,2011,1229.2,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2012,2012,1295.452,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2013,2013,1356.937,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2014,2014,1386.886,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2015,2015,1361.589,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2016,2016,1559.386,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,1,Kahjukindlustusandjad kokku,2017,2017,1430.568,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2011,2011,83.7,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2012,2012,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2014,2014,1.832,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2015,2015,2.66,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2016,2016,0.923,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2017,2017,2.867,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2010,2010,3.19558,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2011,2011,4.6,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2012,2012,14.748,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2013,2013,19.163,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2014,2014,19.14,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2015,2015,38.38,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2016,2016,40.998,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2017,2017,39.081,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,4,Codan Forsikring A/S Eesti,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,4,Codan Forsikring A/S Eesti,2011,2011,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,4,Codan Forsikring A/S Eesti,2012,2012,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,4,Codan Forsikring A/S Eesti,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,4,Codan Forsikring A/S Eesti,2014,2014,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2011,2011,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2012,2012,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2014,2014,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2015,2015,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2016,2016,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,5,D.A.S. Õigusabikulude Kindlustuse AS,2017,2017,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2011,2011,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2012,2012,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2014,2014,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2015,2015,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2016,2016,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,6,Eesti Liikluskindlustuse Fond,2017,2017,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2010,2010,354.90138,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2011,2011,436.8,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2012,2012,435.29,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2013,2013,522.899,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2014,2014,547.316,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2015,2015,489.926,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2016,2016,678.042,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,7,ERGO Insurance SE,2017,2017,627.444,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,8,Euler Hermes Kreditversicherungs-Aktiengesellschaft in Estonia,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2010,2010,43.77948,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2011,2011,42.3,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2012,2012,58.07,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2013,2013,55.93,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2014,2014,77.828,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2015,2015,62.115,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2016,2016,63.371,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,10,Swedbank P&C Insurance AS,2017,2017,64.286,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2010,2010,415.42572,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2011,2011,376.3,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2012,2012,411.578,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2013,2013,429.045,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2014,2014,404.997,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2015,2015,436.819,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2016,2016,493.428,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,11,If P&C Insurance AS,2017,2017,424.638,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2011,2011,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2012,2012,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2014,2014,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2015,2015,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2016,2016,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,12,AS Inges Kindlustus,2017,2017,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2011,2011,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2012,2012,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2014,2014,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2015,2015,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2016,2016,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,13,Kredex Krediidikindlustus AS,2017,2017,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,14,QBE Insurance (Europe) Limited in Estonia,2010,2010,13.54927,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,14,QBE Insurance (Europe) Limited in Estonia,2011,2011,4.7,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,14,QBE Insurance (Europe) Limited in Estonia,2012,2012,29.376,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2010,2010,35.6627,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2011,2011,39.8,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2012,2012,52.181,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2013,2013,75.111,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2014,2014,108.86,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2015,2015,79.745,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2016,2016,54.689,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,16,Salva Kindlustuse AS,2017,2017,98.282,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2010,2010,389.0302,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2011,2011,241,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2012,2012,294.209,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2013,2013,254.789,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2014,2014,226.913,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2015,2015,251.944,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2016,2016,227.935,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,17,Seesam Insurance AS,2017,2017,169.913,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2014,2014,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2015,2015,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2016,2016,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,18,AB Lietuvos draudimas Eesti filiaal,2017,2017,4.057,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2016,2016,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,4,Õnnetusjuhtumi- ja haiguskindlustus,19,Compensa Vienna Insurance Group UADB Eesti filiaal,2017,2017,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2010,2010,4397.63271,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2011,2011,4066.9,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2012,2012,4362.197,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2013,2013,4907.852,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2014,2014,5304.392,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2015,2015,6285.978,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2016,2016,6603.897,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,1,Kahjukindlustusandjad kokku,2017,2017,7627.763,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2010,2010,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2011,2011,94.3,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2012,2012,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2014,2014,0,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2015,2015,13.552,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2016,2016,100.968,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,2,Akciné draudimo bendrové Gjensidige Eesti filiaal,2017,2017,112.581,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2010,2010,51.83235,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2011,2011,50.7,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2012,2012,60.23,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2013,2013,110.908,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2014,2014,145.769,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2015,2015,220.792,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2016,2016,344.215,,
1,Kasvavalt kokku,2,Kindlustusnõuete väljamaksed,5,Reisikindlustus,3,AAS BTA Baltic Insurance Company Eesti filiaal,2017,2017,572.038,,
