DIM2,Kuu,DIM3,Näitaja,DIM4,Elukindlustusliik,DIM5,Elukindlustusandja,TIME,Vaatlusperiood,Value,Flag Codes,Flags
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,2,Ergo Elukindlustuse AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2010,2010,11248.83361,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2011,2011,11007.8,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2012,2012,11393.439,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2013,2013,14432.85,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2014,2014,16575.125,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2015,2015,18987.738,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2016,2016,17795.401,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2017,2017,19937.772,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2010,2010,21645.9806,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2011,2011,9584.5,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2012,2012,8297.159,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2013,2013,7532.022,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2014,2014,8774.539,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2015,2015,4474.891,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2016,2016,3589.488,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2017,2017,5007.429,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2010,2010,2148.77354,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2011,2011,1998.1,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2012,2012,1815.462,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2013,2013,1804.278,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2014,2014,1822.044,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2015,2015,2207.866,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2016,2016,2145.19,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2017,2017,2974.264,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,4422.04696,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,5015.7,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,5313.348,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,5844.077,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,5694.385,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2015,2015,6198.949,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2016,2016,5528.039,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2017,2017,5663.925,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,8,Investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2010,2010,4956.41226,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2011,2011,8947.7,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2012,2012,10043.296,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2013,2013,10883.171,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2014,2014,11955.838,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2015,2015,13316.375,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2016,2016,14548.382,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,1,Elukindlustusandjad kokku,2017,2017,15093.42,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,2,Ergo Elukindlustuse AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2010,2010,2437.07898,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2011,2011,4783,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2012,2012,5454.016,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2013,2013,6003.885,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2014,2014,7068.924,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2015,2015,8082.686,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2016,2016,9171.521,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,3,Swedbank Life Insurance SE,2017,2017,9163.649,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2010,2010,813.08399,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2011,2011,655.6,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2012,2012,670.306,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2013,2013,771.548,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2014,2014,638.465,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2015,2015,723.609,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2016,2016,656.213,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,4,Mandatum Life Insurance Baltic SE,2017,2017,699.756,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2010,2010,1065.08762,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2011,2011,994.4,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2012,2012,911.403,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2013,2013,920.018,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2014,2014,934.491,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2015,2015,1067.189,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2016,2016,1147.333,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,5,Compensa Life Vienna Insurance Group SE,2017,2017,1665.752,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,641.16166,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,2514.7,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,3007.571,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,3187.72,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,3313.958,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2015,2015,3442.891,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2016,2016,3573.315,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2017,2017,3564.263,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,9,..tulumaksusoodustusega investeerimisriskiga elukindlustus,7,Ergo Life Insurance SE Eesti filiaal,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2010,2010,3012.41164,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2011,2011,3101.9,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2012,2012,3082.163,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2013,2013,3694.01,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2014,2014,3765.667,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2015,2015,4329.672,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2016,2016,5209.001,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,1,Elukindlustusandjad kokku,2017,2017,5952.449,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,2,Ergo Elukindlustuse AS,2010,2010,494.3566,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2010,2010,1750.47614,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2011,2011,1723,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2012,2012,1549.165,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2013,2013,1522.071,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2014,2014,1585.277,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2015,2015,1935.984,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2016,2016,2354.16,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,3,Swedbank Life Insurance SE,2017,2017,2703.147,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2010,2010,23.00819,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2011,2011,20.2,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2012,2012,17.874,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2013,2013,17.822,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2014,2014,59.336,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2015,2015,125.579,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2016,2016,196.139,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,4,Mandatum Life Insurance Baltic SE,2017,2017,243.537,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2015,2015,57.762,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2016,2016,70.447,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,5,Compensa Life Vienna Insurance Group SE,2017,2017,91.476,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,744.57071,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,789.2,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,850.142,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,1255.732,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,1183.236,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2015,2015,1368.593,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2016,2016,1564.327,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,6,SEB Elu- ja Pensionikindlustuse AS,2017,2017,1780.077,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,7,Ergo Life Insurance SE Eesti filiaal,2011,2011,569.5,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,7,Ergo Life Insurance SE Eesti filiaal,2012,2012,664.982,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,7,Ergo Life Insurance SE Eesti filiaal,2013,2013,898.385,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,7,Ergo Life Insurance SE Eesti filiaal,2014,2014,937.818,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,7,Ergo Life Insurance SE Eesti filiaal,2015,2015,841.754,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,7,Ergo Life Insurance SE Eesti filiaal,2016,2016,1023.928,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,10,Lisakindlustus,7,Ergo Life Insurance SE Eesti filiaal,2017,2017,1134.212,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,1,Elukindlustusandjad kokku,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,2,Ergo Elukindlustuse AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,3,Swedbank Life Insurance SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,4,Mandatum Life Insurance Baltic SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2014,2014,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2015,2015,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2016,2016,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,5,Compensa Life Vienna Insurance Group SE,2017,2017,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,6,SEB Elu- ja Pensionikindlustuse AS,2010,2010,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,6,SEB Elu- ja Pensionikindlustuse AS,2011,2011,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,6,SEB Elu- ja Pensionikindlustuse AS,2012,2012,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,6,SEB Elu- ja Pensionikindlustuse AS,2013,2013,0,,
1,Kasvavalt kokku,1,Saadud kindlustuspreemiad,11,Muud elukindlustused,6,SEB Elu- ja Pensionikindlustuse AS,2014,2014,0,,
